username,created,location,has_location,is_verified,total_tweets,total_following,total_followers,total_likes,has_avatar,has_background,is_protected,profile_modified
Vicco93165127,2018-06-28,0,0,0,18,6,5,0,1,1,0,1
RippleStockPr,2018-03-07,0,0,0,38464,1206,175,0,1,1,0,1
JohnJdeBoer,2012-02-12,0,0,0,488,96,21,164,1,1,0,1
kaI_erypto,2018-05-26,0,0,0,1092,518,87,873,1,1,0,1
okereke_oliver,2018-02-07,0,0,0,370,346,26,178,1,1,0,1
rescuejpeterson,2017-12-07,0,0,0,6129,4869,3308,4165,1,0,0,1
Vincent13661303,2018-07-31,0,0,0,1,3,0,0,1,1,0,1
vovik152,2012-05-18,0,0,0,8609,10915,10739,8284,1,1,0,1
CryptoEarnCoin,2018-05-16,0,0,0,146,836,243,22,1,1,0,1
Vicco93165127,2018-06-28,0,0,0,19,6,5,0,1,1,0,1
Astralinform1,2018-07-05,0,0,0,53,23,2,57,0,1,0,1
farisyraziz,2013-10-21,0,0,0,672,559,92,88,1,1,0,1
Fixdevirus,2011-10-27,0,0,0,31,105,28,17,1,1,0,1
Chuks03,2010-10-19,Port harcourt,1,0,11981,3707,4751,12899,1,0,0,1
bitcoinsguide,2017-05-18,0,0,0,10212,247,1313,20,1,0,0,1
virtualtoken,2015-03-05,0,0,0,5241,2581,1313,3730,1,1,0,1
maruf_h20,2017-10-23,0,0,0,1754,4769,4293,698,1,1,0,1
aksiyonLT,2017-02-08,0,0,0,2446,2191,1086,1170,1,1,0,1
weedmanhippy,2009-09-16,"Miami Beach, United States",1,0,17836,1415,1071,8595,1,1,0,1
AilynDungog,2013-08-11,Negara Brunei Darussalam,1,0,303,421,41,33,1,1,0,1
vovik152,2012-05-18,0,0,0,8610,10915,10739,8285,1,1,0,1
davjhum,2016-11-03,0,0,0,12690,155,156,13379,0,1,0,1
AlexAlextwesiga,2015-05-27,0,0,0,2257,2885,1078,1970,1,1,0,1
Whale_On_Moon,2018-05-15,0,0,0,191,4620,4289,0,1,0,0,1
Kikibabs1,2018-01-07,0,0,0,4520,1498,485,2729,1,1,0,1
Dis_Naija,2012-10-20,0,0,0,56171,7063,12911,123,1,1,0,1
Whale_On_Moon,2018-05-15,0,0,0,192,4620,4289,0,1,0,0,1
kalmanov1989,2018-03-25,0,0,0,1487,4931,4070,1078,1,1,0,1
100stoev,2009-12-28,0,0,0,875,158,38,1115,1,1,0,1
Amandee60834957,2018-03-13,0,0,0,634,320,26,601,0,1,0,1
Martina87553263,2018-02-13,0,0,0,463,534,16,50,0,1,0,1
_ShAk_S,2012-06-15,0,0,0,29812,942,227,17077,1,1,0,1
0hmygaditskelly,2018-03-02,,1,0,998,141,83,338,1,1,0,1
in_jock,2018-05-16,0,0,0,93,115,4,10,1,1,0,1
Raaskaldotcom,2013-01-25,,1,0,24811,638,3025,3910,1,1,0,1
SaraHanrahan4,2018-06-04,0,0,0,3221,2,7,0,1,1,0,1
orokam55,2012-03-22,0,0,0,133,266,36,4,1,1,0,1
ValentynaTandry,2018-04-01,0,0,0,419,4995,4259,685,1,0,0,1
FNicorochi,2018-07-10,0,0,0,3391,134,43,0,1,1,0,1
CaptainScio,2013-12-11,0,0,0,6031,432,2050,459,1,1,0,1
SycoLynx,2018-06-07,0,0,0,622,136,33,279,1,1,0,1
ChakmaKolomoni,2018-05-20,0,0,0,224,188,10,138,0,1,0,1
FaithPagan2,2018-06-05,0,0,0,3213,1,14,0,1,1,0,1
mankind1144,2017-01-22,0,0,0,1552,9424,9000,9980,1,1,0,1
galigio,2009-09-14,0,0,0,53923,3731,3976,10166,1,1,0,1
Rakeshs68922173,2018-06-26,0,0,0,277,146,11,129,0,1,0,1
coinlerinkrali,2017-12-21,0,0,0,19502,78,1033,81,1,1,0,1
DeweyRange,2018-06-21,0,0,0,1389,0,8,0,1,1,0,1
reineans,2012-05-30,0,0,0,5302,4982,4088,3180,1,1,0,1
coinlerinkrali,2017-12-21,0,0,0,19503,78,1033,81,1,1,0,1
Mm2American,2017-05-20,0,0,0,146,41,13,50,1,1,0,1
ssn6marketing,2009-02-19,"New York, USA",1,0,10629,19244,26341,0,1,1,0,1
Prisma_intel,2018-05-17,0,0,0,962,335,445,292,1,0,0,1
rhonjii,2016-06-25,0,0,0,25312,2399,104,12549,1,1,0,1
stimalopex,2018-05-18,0,0,0,486,524,291,1557,1,1,0,1
candieperez16,2018-07-31,0,0,0,7,0,0,0,1,1,0,1
Satoshi10617093,2018-07-12,0,0,0,1117,108,70,0,1,1,0,1
OPerera2,2018-07-23,0,0,0,66,663,516,53,1,1,0,1
ChrisDaBac,2013-08-27,0,0,0,3471,189,144,1004,1,0,0,1
ArthurG30364143,2018-06-04,0,0,0,3226,1,16,0,1,1,0,1
jugenorb,2015-06-03,0,0,0,4801,627,194,6586,1,1,0,1
ChrisDaBac,2013-08-27,0,0,0,3472,189,144,1004,1,0,0,1
MariaBrawn2,2018-06-05,0,0,0,2954,0,13,0,1,1,0,1
Lukicrypto,2018-01-04,0,0,0,494,124,35,528,1,1,0,1
CardCristy,2018-06-05,0,0,0,3221,0,19,0,1,1,0,1
EnStarlight,2012-09-04,0,0,0,17658,233,83,5543,1,1,0,1
nossagaming,2016-12-12,0,0,0,1618,545,560,3697,1,1,0,1
GrizemGuzu,2015-03-26,0,0,0,2421,4915,4666,1665,1,1,0,1
CryptoDaniella,2018-06-29,0,0,0,13411,265,516,3,1,1,0,1
MaDmAnCH1N,2010-10-08,,1,0,2797,278,427,107,1,1,0,1
KleyevaZoya,2017-09-15,0,0,0,3450,6016,5646,3026,1,0,0,1
_uyuyuiii,2017-03-01,"Costa Mesa, CA",1,0,25424,671,4499,34805,1,1,0,1
luella90280266,2018-07-31,0,0,0,14,0,0,0,1,1,0,1
osm_nbt,2017-04-02,,1,0,11573,3576,4976,54,1,0,0,1
josielsasmb,2018-06-15,0,0,0,1281,1,4,0,1,1,0,1
jeu154,2010-05-14,decentralized land,1,0,30514,80,643,10691,1,1,0,1
Vicco93165127,2018-06-28,0,0,0,22,6,5,0,1,1,0,1
beakmull,2013-10-07,Brugge,1,0,10289,364,492,1043,1,0,0,1
VickiMc88383464,2018-06-04,0,0,0,3235,2,10,0,1,1,0,1
JuanCooley11,2018-06-04,0,0,0,3229,3,7,0,1,1,0,1
msarylosacke,2018-06-15,0,0,0,882,1,0,0,1,1,0,1
Voskres1,2018-04-20,0,0,0,159,869,1163,148,1,0,0,1
AirdropBlog,2014-04-30,,1,0,1428,527,572,294,1,1,0,1
csarolewesabb,2018-06-15,0,0,0,1298,1,2,2,1,1,0,1
djboobytrvp,2014-04-23,"Pennsylvania, USA",1,0,39,620,856,4153,1,0,0,1
ormiga,2008-11-29,0,0,0,145262,4984,2141,70,1,1,0,1
akashro25169940,2017-12-19,0,0,0,953,445,62,316,0,1,0,1
bitcoinvigil,2017-12-29,0,0,0,40614,2091,1659,66,1,1,0,1
btcbreakingnews,2016-07-05,0,0,0,51431,1,1511,1,1,0,0,1
Satiricali,2015-01-22,0,0,0,37595,359,623,98752,1,0,0,1
Vicco93165127,2018-06-28,0,0,0,23,6,5,0,1,1,0,1
faneylang49,2014-06-23,0,0,0,13381,86,26,6572,0,1,0,1
bitcoindesuan,2017-07-11,0,0,0,8475,107,530,1445,1,1,0,1
Rakeshs68922173,2018-06-26,0,0,0,279,146,11,130,0,1,0,1
subhan_nadia,2018-02-27,0,0,0,2134,3847,1227,1751,1,1,0,1
aggelow1234,2016-08-05,0,0,0,21,47,1,1,0,1,0,1
attacksn,2014-10-08,0,0,0,53522,352651,399757,130,1,0,0,1
kaI_erypto,2018-05-26,0,0,0,1098,519,87,878,1,1,0,1
beakmull,2013-10-07,Brugge,1,0,10290,364,492,1043,1,0,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1654,175,164,13996,1,1,0,1
RachelDav_pro,2016-09-26,0,0,0,21761,24081,23206,11941,1,0,0,1
SmitaKN,2017-09-07,0,0,0,205,41,40,3781,1,0,0,1
Vicco93165127,2018-06-28,0,0,0,24,6,5,0,1,1,0,1
wimlds,2015-01-28,0,0,0,2471,5566,7168,3145,1,0,0,1
HourlyBTC,2015-10-13,0,0,0,5808,1,122,1,1,0,0,1
alannnbs_,2018-06-05,0,0,0,97,2,18,114,1,1,0,1
satzm,2012-01-21,vellore,1,0,24438,1566,987,45337,1,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60355,2839,2942,76,1,1,0,1
ancarta2,2014-03-22,0,0,0,7355,681,432,12166,1,1,0,1
kaI_erypto,2018-05-26,0,0,0,1099,519,87,879,1,1,0,1
MuffinBros,2015-10-12,"Houston, TX",1,0,8839,584,2201,18208,1,1,0,1
CoinexAffiliate,2017-12-19,0,0,0,1062,586,2186,29,1,0,0,1
bit_paper,2018-04-15,0,0,0,1498,3418,386,9,1,1,0,1
Cryptosent,2018-07-24,0,0,0,87,39,68,76,1,0,0,1
Vincent13661303,2018-07-31,0,0,0,3,3,0,0,1,1,0,1
yung_minccino,2016-03-14,SW-4983-6036-5993,1,0,19764,163,179,41898,1,0,0,1
Cryptoninchain,2018-05-19,0,0,0,56,60,41,32,1,0,0,1
CryptoAndMetals,2015-07-04,0,0,0,3269,336,258,322,1,1,0,1
titvsmagnvs,2015-03-29,0,0,0,530,152,58,697,1,0,0,1
thanhson686nn,2018-03-23,0,0,0,3,8,3,5,0,1,0,1
Jobs4Bitcoin,2015-01-26,0,0,0,8902,1,665,1,1,1,0,1
matias_zovak,2017-11-20,,1,0,981,322,100,919,1,0,0,1
tadawestman,2016-03-09,0,0,0,6041,4604,3460,4180,1,0,0,1
john_mattia,2016-01-25,0,0,0,1342,267,290,60,1,1,0,1
Jobs4Bitcoin,2015-01-26,0,0,0,8903,1,665,1,1,1,0,1
muslimstallion,2017-06-15,0,0,0,5579,2616,1955,3911,1,0,0,1
RentHabitat,2017-08-25,0,0,0,3,14,0,5,1,1,0,1
kaI_erypto,2018-05-26,0,0,0,1100,519,87,880,1,1,0,1
rathnayake_l,2017-12-06,0,0,0,1849,4752,2160,5418,1,1,0,1
Animal3452,2017-11-20,0,0,0,897,237,23,28,1,1,0,1
gowtham939here,2013-05-11,0,0,0,4260,457,171,3928,1,1,0,1
alannnbs_,2018-06-05,0,0,0,99,2,18,114,1,1,0,1
Hridoyk86815314,2018-01-05,0,0,0,1720,1,0,29,0,1,0,1
shumilov5331,2017-04-10,0,0,0,19089,12570,11474,15340,1,1,0,1
signal_trustNEW,2014-07-02,0,0,0,433,47,71,417,1,1,0,1
onea4th,2010-03-15,0,0,0,504,218,85,162,1,1,0,1
sleone_76,2012-01-19,0,0,0,910,72,393,506,1,0,0,1
AvocadoByProof,2018-07-18,0,0,0,1688,2,14,0,1,1,0,1
bit_paper,2018-04-15,0,0,0,1499,3418,386,9,1,1,0,1
CoinexAffiliate,2017-12-19,0,0,0,1063,586,2186,29,1,0,0,1
Cryptow1re,2017-06-13,0,0,0,145899,1374,1764,527,1,1,0,1
Ekramul5264,2013-02-17,0,0,0,2890,1294,198,2329,1,1,0,1
TaniqueRochelyn,2013-10-03,0,0,0,48850,760,219,19138,1,1,0,1
crudeOilNow,2016-04-22,0,0,0,13707,42,672,0,1,1,0,1
melaniebower89a,2018-03-17,0,0,0,3867,36,16,0,1,1,0,1
AnarAslan777,2018-01-19,0,0,0,2767,9040,8469,4659,1,1,0,1
Rakeshs68922173,2018-06-26,0,0,0,281,146,11,131,0,1,0,1
jugenorb,2015-06-03,0,0,0,4802,627,194,6587,1,1,0,1
guillianne1016,2018-02-07,"General Mariano Alvarez, Calab",1,0,1417,5001,1358,1113,1,1,0,1
ksev1,2011-06-15,0,0,0,501,89,36,1080,1,1,0,1
happy_katebrown,2017-11-12,0,0,0,4269,10123,9842,3373,1,0,0,1
LitecoinUKs,2017-09-12,0,0,0,60356,2839,2942,76,1,1,0,1
CaptainScio,2013-12-11,0,0,0,6032,432,2050,459,1,1,0,1
quelacarelyn,2017-02-09,0,0,0,85325,391,250,5130,1,1,0,1
andrewtaylorbri,2009-02-26,California,1,0,2945,835,219,710,1,0,0,1
muhhabbatein,2018-05-20,0,0,0,87,165,11,42,0,1,0,1
CryptoByChemist,2018-01-17,0,0,0,3790,4885,3548,2664,1,0,0,1
Prisma_intel,2018-05-17,0,0,0,964,335,445,292,1,0,0,1
Choudry_Nasir,2012-12-11,Multan pakistan,1,0,3675,4975,1123,2461,1,1,0,1
RandolphMlny,2017-01-08,0xbE6cb25854073B6f2efcCE48A74E110Ae5ac87f1,1,0,987,419,645,63,1,1,0,1
Kateallyson21,2018-07-22,0,0,0,11,427,168,8,1,1,0,1
Cookey_Monkey,2012-05-15,singapore,1,0,46008,131,265,10826,1,1,0,1
IoniAppelberg,2011-08-02,Stockholm,1,0,3252,117,215,432,1,1,0,1
SubnetZero,2009-07-05,"Las Vegas, NV",1,0,6913,737,927,7315,1,0,0,1
dimarasen1,2018-03-22,0,0,0,1667,12243,11617,1274,1,0,0,1
Azzouzi23682062,2017-04-22,0,0,0,4,42,3,16,0,1,0,1
Proof_Of_Stake,2009-11-16,0,0,0,431,68,3519,636,1,1,0,1
RoseWinter222,2018-02-03,0,0,0,4941,4351,1158,5535,1,1,0,1
farjana1155,2017-11-28,0,0,0,19406,11327,10304,12147,1,1,0,1
freebtcclub,2017-12-21,0,0,0,8289,7870,7177,4857,1,0,0,1
taylortrevino82,2015-02-22,0,0,0,7061,248,328,2724,1,1,0,1
vovik152,2012-05-18,0,0,0,8615,10915,10739,8290,1,1,0,1
joanhinterauer,2015-07-28,"Lochen, Österreich",1,0,512,296,270,295,1,0,0,1
CryptoSreejith,2012-03-21,"Dubai, United Arab Emirates",1,0,542,5417,5166,200,1,1,0,1
beakmull,2013-10-07,Brugge,1,0,10293,364,492,1043,1,0,0,1
Orb_ville,2016-12-18,0,0,0,615,50,16,4,1,0,0,1
CryptoKeita,2017-05-05,0,0,0,203,368,80,1031,1,0,0,1
Kola_Pasi,2017-05-20,0,0,0,27815,1516,266,17569,1,1,0,1
cerennooo,2016-05-04,0,0,0,1773,9195,9947,2477,1,1,0,1
ramon_saffar,2009-12-26,,1,0,20489,4841,3895,12193,1,1,0,1
Ittaqitafuzi7,2017-12-26,0,0,0,7027,1937,1966,2127,1,1,0,1
kaI_erypto,2018-05-26,0,0,0,1102,519,87,882,1,1,0,1
Sofa_Jaxon,2017-06-16,0,0,0,1288,2006,1569,1017,1,0,0,1
lucanmaik,2011-04-02,0,0,0,23854,1733,1094,1126,1,1,0,1
CryptoStatsBot,2018-01-01,0,0,0,9555,0,4849,0,1,0,0,1
subhan_nadia,2018-02-27,0,0,0,2138,3847,1227,1755,1,1,0,1
crypto_dam,2018-04-27,0,0,0,24,105,15,41,1,1,0,1
tejas0508,2011-08-06,0,0,0,7525,4904,3853,9232,1,1,0,1
qubitsecret,2018-02-18,0,0,0,78,286,11,119,0,1,0,1
sya_halim,2015-05-21,0,0,0,8,294,39,0,1,1,0,1
PiasKhan9,2015-12-15,0,0,0,14,8,2,9,1,1,0,1
esrabekras,2016-05-04,0,0,0,1855,8245,8175,2536,1,1,0,1
OzRosyzO,2017-04-12,0,0,0,522,438,24,148,1,1,0,1
arman61048480,2018-04-03,0,0,0,382,230,49,239,1,1,0,1
thuyastaldi4,2018-07-31,0,0,0,2,0,0,0,1,1,0,1
myren27,2018-04-27,0,0,0,8,125,50,3,1,1,0,1
vovik152,2012-05-18,0,0,0,8617,10915,10739,8292,1,1,0,1
cysites,2018-04-26,0,0,0,553,51,18,0,1,1,0,1
uus20,2009-07-31,Indonesia,1,0,3183,1505,558,354,1,1,0,1
Kola_Pasi,2017-05-20,0,0,0,27823,1516,266,17569,1,1,0,1
AltcoinTicker,2017-09-05,0,0,0,4280,0,62,0,1,0,0,1
eth_hourly,2017-05-30,0,0,0,10129,3,361,2,1,0,0,1
CryptoGulp,2017-12-26,0,0,0,10702,0,463,0,1,1,0,1
BTCBillionsBot,2017-10-05,0,0,0,7151,0,66,0,1,1,0,1
BuyBitcoinPH,2014-01-06,0,0,0,199,207,773,12,1,1,0,1
CryptoHourly,2017-06-06,0,0,0,40988,2,266,2,1,1,0,1
ActiveAirdrops,2018-01-12,0,0,0,1138,1234,577,67,1,1,0,1
CryptoHourly,2017-06-06,0,0,0,40989,2,266,2,1,1,0,1
CryptoHourly,2017-06-06,0,0,0,40990,2,266,2,1,1,0,1
CoinsAirdrops,2018-02-24,0,0,0,563,539,480,37,1,1,0,1
dogecointicker,2014-04-09,0,0,0,87993,29,356,0,1,1,0,1
bitcoinprice_,2017-10-15,0,0,0,6924,12,1807,4,1,0,0,1
HHeuristics,2018-03-28,0,0,0,19932,229,48,716,1,0,0,1
alex_lavorico,2016-12-11,"Seaside, CA",1,0,223799,4945,1008,278945,1,1,0,1
CoinTradingBot,2017-09-02,0,0,0,8753,59,1671,559,1,0,0,1
InfoProNetwork,2010-12-13,0,0,0,155067,8002,10891,53243,1,1,0,1
NapalmDeathBot,2018-04-18,0,0,0,2399,3,46,8,1,1,0,1
SubnetZero,2009-07-05,"Las Vegas, NV",1,0,6914,737,927,7316,1,0,0,1
ethprice_,2017-10-15,0,0,0,6915,11,1547,0,1,0,0,1
InfoProNetwork,2010-12-13,0,0,0,155071,8002,10891,53243,1,1,0,1
BotCryptoMarket,2018-01-24,0,0,0,4367,0,1480,0,1,0,0,1
coinlerinkrali,2017-12-21,0,0,0,19505,78,1033,81,1,1,0,1
thirdbrainfx,2011-02-27,0,0,0,1048070,21520,12465,695,1,1,0,1
CryptoShopUK,2017-12-26,0,0,0,9717,0,34,0,1,1,0,1
VergeAlert,2017-12-25,0,0,0,5274,4,15,0,1,1,0,1
